datetime,site_no,62615_Mean,62615_Mean_cd
2021-07-03,01414750,1275.42,A
2021-07-04,01414750,1275.34,A
2021-07-05,01414750,1275.19,A
2021-07-06,01414750,1275.03,A
2021-07-07,01414750,1274.95,A
2021-07-08,01414750,1275.21,A
2021-07-09,01414750,1275.58,A
2021-07-10,01414750,1275.84,A
2021-07-11,01414750,1276.0,A
2021-07-12,01414750,1276.53,A
2021-07-13,01414750,1277.4,A
2021-07-14,01414750,1278.16,A
2021-07-15,01414750,1278.58,A
2021-07-16,01414750,1278.77,A
2021-07-17,01414750,1278.89,A
2021-07-18,01414750,1279.21,A
2021-07-19,01414750,1279.2,A
2021-07-20,01414750,1279.05,A
2021-07-21,01414750,1279.09,A
2021-07-22,01414750,1278.98,A
2021-07-23,01414750,1278.82,A
2021-07-24,01414750,1278.66,A
2021-07-25,01414750,1278.55,A
2021-07-26,01414750,1278.47,A
2021-07-27,01414750,1278.34,A
2021-07-28,01414750,1278.25,A
2021-07-29,01414750,1278.22,A
2021-07-30,01414750,1278.12,A
2021-07-31,01414750,1277.97,A
2021-08-01,01414750,1277.83,A
2021-08-02,01414750,1277.75,A
2021-08-03,01414750,1277.64,A
2021-08-04,01414750,1277.61,A
2021-08-05,01414750,1277.46,A
2021-08-06,01414750,1277.26,A
2021-08-07,01414750,1277.02,A
2021-08-08,01414750,1276.77,A
2021-08-09,01414750,1276.51,A
2021-08-10,01414750,1276.22,A
2021-08-11,01414750,1275.93,A
2021-08-12,01414750,1275.65,A
2021-08-13,01414750,1275.48,A
2021-08-14,01414750,1275.36,A
2021-08-15,01414750,1275.08,A
2021-08-16,01414750,1274.82,A
2021-08-17,01414750,1274.71,A
2021-08-18,01414750,1274.49,A
2021-08-19,01414750,1274.28,A
2021-08-20,01414750,1274.07,A
2021-08-21,01414750,1274.18,A
2021-08-22,01414750,1274.15,A
2021-08-23,01414750,1274.63,A
2021-08-24,01414750,1275.15,A
2021-08-25,01414750,1275.32,A
2021-08-26,01414750,1275.3,A
2021-08-27,01414750,1275.2,A
2021-08-28,01414750,1275.1,A
2021-08-29,01414750,1275.0,A
2021-08-30,01414750,1274.88,A
2021-08-31,01414750,1274.75,A
2021-09-01,01414750,1274.68,A
2021-09-02,01414750,1275.08,A
2021-09-03,01414750,1275.29,A
2021-09-04,01414750,1275.41,A
2021-09-05,01414750,1275.5,A
2021-09-06,01414750,1275.58,A
2021-09-07,01414750,1275.61,A
2021-09-08,01414750,1275.54,A
2021-09-09,01414750,1275.81,A
2021-09-10,01414750,1275.92,A
2021-09-11,01414750,1275.92,A
2021-09-12,01414750,1275.87,A
2021-09-13,01414750,1275.8,A
2021-09-14,01414750,1275.6,A
2021-09-15,01414750,1275.26,A
2021-09-16,01414750,1275.05,A
2021-09-17,01414750,1274.75,A
2021-09-18,01414750,1274.39,A
2021-09-19,01414750,1274.0,A
2021-09-20,01414750,1273.59,A
2021-09-21,01414750,1273.2,A
2021-09-22,01414750,1272.86,A
2021-09-23,01414750,1272.86,A
2021-09-24,01414750,1273.99,A
2021-09-25,01414750,1274.56,A
2021-09-26,01414750,1274.73,A
2021-09-27,01414750,1274.72,A
2021-09-28,01414750,1274.64,A
2021-09-29,01414750,1274.5,A
2021-09-30,01414750,1274.31,A
2021-10-01,01414750,1274.06,A
2021-10-02,01414750,1273.75,A
2021-10-03,01414750,1273.42,A
2021-10-04,01414750,1273.3,A
2021-10-05,01414750,1273.6,A
2021-10-06,01414750,1273.56,A
2021-10-07,01414750,1273.4,A
2021-10-08,01414750,1273.17,A
2021-10-09,01414750,1272.91,A
2021-10-10,01414750,1272.6,A
2021-10-11,01414750,1272.27,A
2021-10-12,01414750,1271.92,A
2021-10-13,01414750,1271.55,A
2021-10-14,01414750,1271.16,A
2021-10-15,01414750,1270.76,A
2021-10-16,01414750,1270.38,A
2021-10-17,01414750,1270.17,A
2021-10-18,01414750,1269.85,A
2021-10-19,01414750,1269.5,A
2021-10-20,01414750,1269.13,A
2021-10-21,01414750,1268.75,A
2021-10-22,01414750,1268.38,A
2021-10-23,01414750,1267.98,A
2021-10-24,01414750,1267.59,A
2021-10-25,01414750,1267.4,A
2021-10-26,01414750,1268.41,A
2021-10-27,01414750,1272.18,A
2021-10-28,01414750,1274.01,A
2021-10-29,01414750,1274.89,A
2021-10-30,01414750,1275.46,A
2021-10-31,01414750,1275.86,A
2021-11-01,01414750,1276.12,A
2021-11-02,01414750,1276.25,A
2021-11-03,01414750,1276.1,A
2021-11-04,01414750,1275.86,A
2021-11-05,01414750,1275.6,A
2021-11-06,01414750,1275.29,A
2021-11-07,01414750,1274.96,A
2021-11-08,01414750,1274.61,A
2021-11-09,01414750,1274.24,A
2021-11-10,01414750,1273.88,A
2021-11-11,01414750,1273.57,A
2021-11-12,01414750,1273.46,A
2021-11-13,01414750,1273.71,A
2021-11-14,01414750,1274.02,A
2021-11-15,01414750,1274.18,A
2021-11-16,01414750,1274.23,A
2021-11-17,01414750,1274.19,A
2021-11-18,01414750,1274.1,A
2021-11-19,01414750,1274.02,A
2021-11-20,01414750,1273.86,A
2021-11-21,01414750,1273.68,A
2021-11-22,01414750,1273.55,A
2021-11-23,01414750,1273.37,A
2021-11-24,01414750,1273.15,A
2021-11-25,01414750,1272.91,A
2021-11-26,01414750,1272.7,A
2021-11-27,01414750,1272.48,A
2021-11-28,01414750,1272.21,A
2021-11-29,01414750,1271.94,A
2021-11-30,01414750,1271.64,A
2021-12-01,01414750,1271.34,A
2021-12-02,01414750,1271.08,A
2021-12-03,01414750,1270.9,A
2021-12-04,01414750,1270.69,A
2021-12-05,01414750,1270.49,A
2021-12-06,01414750,1270.35,A
2021-12-07,01414750,1270.26,A
2021-12-08,01414750,1270.14,A
2021-12-09,01414750,1270.02,A
2021-12-10,01414750,1269.88,A
2021-12-11,01414750,1269.85,A
2021-12-12,01414750,1269.94,A
2021-12-13,01414750,1269.93,A
2021-12-14,01414750,1269.9,A
2021-12-15,01414750,1269.85,A
2021-12-16,01414750,1269.82,A
2021-12-17,01414750,1269.75,A
2021-12-18,01414750,1269.66,A
2021-12-19,01414750,1269.62,A
2021-12-20,01414750,1269.53,A
2021-12-21,01414750,1269.42,A
2021-12-22,01414750,1269.3,A
2021-12-23,01414750,1269.16,A
2021-12-24,01414750,1269.01,A
2021-12-25,01414750,1268.91,A
2021-12-26,01414750,1268.91,A
2021-12-27,01414750,1268.83,A
2021-12-28,01414750,1268.76,A
2021-12-29,01414750,1268.69,A
2021-12-30,01414750,1268.63,A
2021-12-31,01414750,1268.59,A
2022-01-01,01414750,1268.53,A
2022-01-02,01414750,1268.51,A
2022-01-03,01414750,1268.47,A
2022-01-04,01414750,1268.4,A
2022-01-05,01414750,1268.33,A
2022-01-06,01414750,1268.25,A
2022-01-07,01414750,1268.17,A
2022-01-08,01414750,1268.03,A
2022-01-09,01414750,1267.91,A
2022-01-10,01414750,1267.79,A
2022-01-11,01414750,1267.59,A
2022-01-12,01414750,1267.37,A
2022-01-13,01414750,1267.2,A
2022-01-14,01414750,1267.01,A
2022-01-15,01414750,1266.77,A
2022-01-16,01414750,1266.53,A
2022-01-17,01414750,1266.41,A
2022-01-18,01414750,1266.26,A
2022-01-19,01414750,1266.09,A
2022-01-20,01414750,1265.93,A
2022-01-21,01414750,1265.73,A
2022-01-22,01414750,1265.52,A
2022-01-23,01414750,1265.33,A
2022-01-24,01414750,1265.14,A
2022-01-25,01414750,1264.94,A
2022-01-26,01414750,1264.72,A
2022-01-27,01414750,1264.5,A
2022-01-28,01414750,1264.3,A
2022-01-29,01414750,1264.08,A
2022-01-30,01414750,1263.84,A
2022-01-31,01414750,1263.63,A
2022-02-01,01414750,1263.46,A
2022-02-02,01414750,1263.31,A
2022-02-03,01414750,1263.18,A
2022-02-04,01414750,1263.59,A
2022-02-05,01414750,1263.98,A
2022-02-06,01414750,1264.04,A
2022-02-07,01414750,1264.09,A
2022-02-08,01414750,1264.13,A
2022-02-09,01414750,1264.12,A
2022-02-10,01414750,1264.12,A
2022-02-11,01414750,1264.18,A
2022-02-12,01414750,1264.35,A
2022-02-13,01414750,1264.55,A
2022-02-14,01414750,1264.69,A
2022-02-15,01414750,1264.78,A
2022-02-16,01414750,1264.89,A
2022-02-17,01414750,1265.06,A
2022-02-18,01414750,1266.42,A
2022-02-19,01414750,1267.66,A
2022-02-20,01414750,1268.36,A
2022-02-21,01414750,1268.89,A
2022-02-22,01414750,1269.4,A
2022-02-23,01414750,1270.59,A
2022-02-24,01414750,1271.61,A
2022-02-25,01414750,1272.33,A
2022-02-26,01414750,1272.82,A
2022-02-27,01414750,1273.19,A
2022-02-28,01414750,1273.45,A
2022-03-01,01414750,1273.45,A
2022-03-02,01414750,1273.38,A
2022-03-03,01414750,1273.29,A
2022-03-04,01414750,1273.15,A
2022-03-05,01414750,1273.01,A
2022-03-06,01414750,1272.92,A
2022-03-07,01414750,1273.11,A
2022-03-08,01414750,1273.89,A
2022-03-09,01414750,1274.51,A
2022-03-10,01414750,1274.85,A
2022-03-11,01414750,1275.05,A
2022-03-12,01414750,1275.22,A
2022-03-13,01414750,1275.31,A
2022-03-14,01414750,1275.4,A
2022-03-15,01414750,1275.67,A
2022-03-16,01414750,1276.03,A
2022-03-17,01414750,1276.4,A
2022-03-18,01414750,1276.77,A
2022-03-19,01414750,1277.2,A
2022-03-20,01414750,1277.72,A
2022-03-21,01414750,1278.21,A
2022-03-22,01414750,1278.56,A
2022-03-23,01414750,1278.75,A
2022-03-24,01414750,1278.91,A
2022-03-25,01414750,1279.05,A
2022-03-26,01414750,1279.14,A
2022-03-27,01414750,1279.2,A
2022-03-28,01414750,1279.17,A
2022-03-29,01414750,1279.13,A
2022-03-30,01414750,1279.08,A
2022-03-31,01414750,1279.09,A
2022-04-01,01414750,1279.66,A
2022-04-02,01414750,1279.76,A
2022-04-03,01414750,1279.65,A
2022-04-04,01414750,1279.55,A
2022-04-05,01414750,1279.4,A
2022-04-06,01414750,1279.32,A
2022-04-07,01414750,1279.46,A
2022-04-08,01414750,1281.12,A
2022-04-09,01414750,1280.7,A
2022-04-10,01414750,1280.25,A
2022-04-11,01414750,1279.94,A
2022-04-12,01414750,1279.77,A
2022-04-13,01414750,1279.63,A
2022-04-14,01414750,1279.5,A
2022-04-15,01414750,1279.38,A
2022-04-16,01414750,1279.29,A
2022-04-17,01414750,1279.27,A
2022-04-18,01414750,1279.21,A
2022-04-19,01414750,1279.29,A
2022-04-20,01414750,1279.3,A
2022-04-21,01414750,1279.33,A
2022-04-22,01414750,1279.37,A
2022-04-23,01414750,1279.34,A
2022-04-24,01414750,1279.33,A
2022-04-25,01414750,1279.27,A
2022-04-26,01414750,1279.21,A
2022-04-27,01414750,1279.18,A
2022-04-28,01414750,1279.07,A
2022-04-29,01414750,1278.96,A
2022-04-30,01414750,1278.85,A
2022-05-01,01414750,1278.73,A
2022-05-02,01414750,1278.61,A
2022-05-03,01414750,1278.48,A
2022-05-04,01414750,1278.38,A
2022-05-05,01414750,1278.29,A
2022-05-06,01414750,1278.18,A
2022-05-07,01414750,1278.08,A
2022-05-08,01414750,1277.94,A
2022-05-09,01414750,1277.82,A
2022-05-10,01414750,1277.81,A
2022-05-11,01414750,1277.81,A
2022-05-12,01414750,1277.81,A
2022-05-13,01414750,1277.78,A
2022-05-14,01414750,1277.65,A
2022-05-15,01414750,1277.54,A
2022-05-16,01414750,1277.5,A
2022-05-17,01414750,1277.57,A
2022-05-18,01414750,1277.53,A
2022-05-19,01414750,1277.52,A
2022-05-20,01414750,1277.53,A
2022-05-21,01414750,1277.51,A
2022-05-22,01414750,1277.48,A
2022-05-23,01414750,1277.49,A
2022-05-24,01414750,1277.44,A
2022-05-25,01414750,1277.37,A
2022-05-26,01414750,1277.29,A
2022-05-27,01414750,1277.21,A
2022-05-28,01414750,1277.07,A
2022-05-29,01414750,1276.91,A
2022-05-30,01414750,1276.73,A
2022-05-31,01414750,1276.55,A
2022-06-01,01414750,1276.4,A
2022-06-02,01414750,1276.4,A
2022-06-03,01414750,1276.28,A
2022-06-04,01414750,1276.08,A
2022-06-05,01414750,1275.85,A
2022-06-06,01414750,1275.63,A
2022-06-07,01414750,1275.48,A
2022-06-08,01414750,1275.67,A
2022-06-09,01414750,1275.97,A
2022-06-10,01414750,1276.23,A
2022-06-11,01414750,1276.2,A
2022-06-12,01414750,1276.11,A
2022-06-13,01414750,1276.0,A
2022-06-14,01414750,1275.84,A
2022-06-15,01414750,1275.66,A
2022-06-16,01414750,1275.52,A
2022-06-17,01414750,1275.37,A
2022-06-18,01414750,1275.17,A
2022-06-19,01414750,1274.95,A
2022-06-20,01414750,1274.72,A
2022-06-21,01414750,1274.46,A
2022-06-22,01414750,1274.21,A
2022-06-23,01414750,1274.08,A
2022-06-24,01414750,1273.96,A
2022-06-25,01414750,1273.74,A
2022-06-26,01414750,1273.5,A
2022-06-27,01414750,1273.29,A
2022-06-28,01414750,1273.16,A
2022-06-29,01414750,1272.99,A
2022-06-30,01414750,1272.75,A
2022-07-01,01414750,1272.5,A
2022-07-02,01414750,1272.35,A
2022-07-03,01414750,1272.14,A
2022-07-04,01414750,1271.89,A
2022-07-05,01414750,1271.64,A
2022-07-06,01414750,1271.4,A
2022-07-07,01414750,1271.15,A
2022-07-08,01414750,1270.89,A
2022-07-09,01414750,1270.63,A
2022-07-10,01414750,1270.35,A
2022-07-11,01414750,1270.08,A
2022-07-12,01414750,1269.81,A
2022-07-13,01414750,1269.6,A
2022-07-14,01414750,1269.38,A
2022-07-15,01414750,1269.11,A
2022-07-16,01414750,1268.84,A
2022-07-17,01414750,1268.56,A
2022-07-18,01414750,1268.28,A
2022-07-19,01414750,1268.01,A
2022-07-20,01414750,1267.72,A
2022-07-21,01414750,1267.44,A
2022-07-22,01414750,1267.15,A
2022-07-23,01414750,1266.86,A
2022-07-24,01414750,1266.58,A
2022-07-25,01414750,1266.32,A
2022-07-26,01414750,1266.04,A
2022-07-27,01414750,1265.75,A
2022-07-28,01414750,1265.46,A
2022-07-29,01414750,1265.17,A
2022-07-30,01414750,1264.87,A
2022-07-31,01414750,1264.56,A
2022-08-01,01414750,1264.26,A
2022-08-02,01414750,1263.96,A
2022-08-03,01414750,1263.66,A
2022-08-04,01414750,1263.37,A
2022-08-05,01414750,1263.08,A
2022-08-06,01414750,1262.78,A
2022-08-07,01414750,1262.48,A
2022-08-08,01414750,1262.18,A
2022-08-09,01414750,1261.9,A
2022-08-10,01414750,1261.58,A
2022-08-11,01414750,1261.27,A
2022-08-12,01414750,1260.95,A
2022-08-13,01414750,1260.62,A
2022-08-14,01414750,1260.3,A
2022-08-15,01414750,1259.99,A
2022-08-16,01414750,1259.68,A
2022-08-17,01414750,1259.36,A
2022-08-18,01414750,1259.05,A
2022-08-19,01414750,1258.74,A
2022-08-20,01414750,1258.43,A
2022-08-21,01414750,1258.15,A
2022-08-22,01414750,1257.92,A
2022-08-23,01414750,1257.63,A
2022-08-24,01414750,1257.35,A
2022-08-25,01414750,1257.05,A
2022-08-26,01414750,1256.73,A
2022-08-27,01414750,1256.41,A
2022-08-28,01414750,1256.08,A
2022-08-29,01414750,1255.76,A
2022-08-30,01414750,1255.49,A
2022-08-31,01414750,1255.29,A
2022-09-01,01414750,1255.0,A
2022-09-02,01414750,1254.68,A
2022-09-03,01414750,1254.36,A
2022-09-04,01414750,1254.06,A
2022-09-05,01414750,1253.81,A
2022-09-06,01414750,1254.44,A
2022-09-07,01414750,1255.19,A
2022-09-08,01414750,1255.28,A
2022-09-09,01414750,1255.23,A
2022-09-10,01414750,1255.11,A
2022-09-11,01414750,1254.95,A
2022-09-12,01414750,1254.79,A
2022-09-13,01414750,1255.06,A
2022-09-14,01414750,1255.52,A
2022-09-15,01414750,1255.68,A
2022-09-16,01414750,1255.73,A
2022-09-17,01414750,1255.73,A
2022-09-18,01414750,1255.7,A
2022-09-19,01414750,1255.66,A
2022-09-20,01414750,1255.64,A
2022-09-21,01414750,1255.58,A
2022-09-22,01414750,1255.8,A
2022-09-23,01414750,1256.19,A
2022-09-24,01414750,1256.34,A
2022-09-25,01414750,1256.43,A
2022-09-26,01414750,1256.51,A
2022-09-27,01414750,1256.55,A
2022-09-28,01414750,1256.5,A
2022-09-29,01414750,1256.41,A
2022-09-30,01414750,1256.3,A
2022-10-01,01414750,1256.18,A
2022-10-02,01414750,1256.03,A
2022-10-03,01414750,1255.87,A
2022-10-04,01414750,1255.7,A
2022-10-05,01414750,1255.59,A
2022-10-06,01414750,1255.46,A
2022-10-07,01414750,1255.3,A
2022-10-08,01414750,1255.11,A
2022-10-09,01414750,1254.92,A
2022-10-10,01414750,1254.72,A
2022-10-11,01414750,1254.52,A
2022-10-12,01414750,1254.37,A
2022-10-13,01414750,1254.28,A
2022-10-14,01414750,1254.75,A
2022-10-15,01414750,1255.16,A
2022-10-16,01414750,1255.36,A
2022-10-17,01414750,1255.5,A
2022-10-18,01414750,1255.63,A
2022-10-19,01414750,1255.7,A
2022-10-20,01414750,1255.73,A
2022-10-21,01414750,1255.77,A
2022-10-22,01414750,1255.89,A
2022-10-23,01414750,1256.01,A
2022-10-24,01414750,1256.13,A
2022-10-25,01414750,1256.26,A
2022-10-26,01414750,1256.38,A
2022-10-27,01414750,1256.46,A
2022-10-28,01414750,1256.32,A
2022-10-29,01414750,1256.14,A
2022-10-30,01414750,1255.96,A
2022-10-31,01414750,1255.77,A
2022-11-01,01414750,1255.6,A
2022-11-02,01414750,1255.43,A
2022-11-03,01414750,1255.23,A
2022-11-04,01414750,1255.03,A
2022-11-05,01414750,1254.85,A
2022-11-06,01414750,1254.68,A
2022-11-07,01414750,1254.5,A
2022-11-08,01414750,1254.29,A
2022-11-09,01414750,1254.1,A
2022-11-10,01414750,1253.9,A
2022-11-11,01414750,1253.73,A
2022-11-12,01414750,1253.92,A
2022-11-13,01414750,1254.23,A
2022-11-14,01414750,1254.34,A
2022-11-15,01414750,1254.39,A
2022-11-16,01414750,1254.54,A
2022-11-17,01414750,1254.74,A
2022-11-18,01414750,1254.85,A
2022-11-19,01414750,1254.93,A
2022-11-20,01414750,1254.99,A
2022-11-21,01414750,1255.01,A
2022-11-22,01414750,1255.01,A
2022-11-23,01414750,1255.0,A
2022-11-24,01414750,1254.97,A
2022-11-25,01414750,1254.94,A
2022-11-26,01414750,1254.91,A
2022-11-27,01414750,1254.88,A
2022-11-28,01414750,1255.24,A
2022-11-29,01414750,1255.53,A
2022-11-30,01414750,1255.83,A
2022-12-01,01414750,1256.56,A
2022-12-02,01414750,1257.07,A
2022-12-03,01414750,1257.48,A
2022-12-04,01414750,1257.9,A
2022-12-05,01414750,1258.2,A
2022-12-06,01414750,1258.48,A
2022-12-07,01414750,1258.93,A
2022-12-08,01414750,1259.43,A
2022-12-09,01414750,1259.81,A
2022-12-10,01414750,1260.18,A
2022-12-11,01414750,1260.51,A
2022-12-12,01414750,1260.84,A
2022-12-13,01414750,1261.1,A
2022-12-14,01414750,1261.29,A
2022-12-15,01414750,1261.42,A
2022-12-16,01414750,1261.65,A
2022-12-17,01414750,1261.94,A
2022-12-18,01414750,1262.17,A
2022-12-19,01414750,1262.32,A
2022-12-20,01414750,1262.43,A
2022-12-21,01414750,1262.58,A
2022-12-22,01414750,1262.73,A
2022-12-23,01414750,1263.44,A
2022-12-24,01414750,1264.68,A
2022-12-25,01414750,1265.4,A
2022-12-26,01414750,1265.96,A
2022-12-27,01414750,1266.37,A
2022-12-28,01414750,1266.66,A
2022-12-29,01414750,1266.9,A
2022-12-30,01414750,1267.14,A
2022-12-31,01414750,1267.46,A
2023-01-01,01414750,1267.92,A
2023-01-02,01414750,1268.3,A
2023-01-03,01414750,1268.63,A
2023-01-04,01414750,1269.09,A
2023-01-05,01414750,1269.54,A
2023-01-06,01414750,1269.92,A
2023-01-07,01414750,1270.25,A
2023-01-08,01414750,1270.52,A
2023-01-09,01414750,1270.76,A
2023-01-10,01414750,1270.95,A
2023-01-11,01414750,1271.02,A
2023-01-12,01414750,1271.07,A
2023-01-13,01414750,1271.32,A
2023-01-14,01414750,1271.59,A
2023-01-15,01414750,1271.71,A
2023-01-16,01414750,1271.78,A
2023-01-17,01414750,1271.84,A
2023-01-18,01414750,1271.9,A
2023-01-19,01414750,1271.97,A
2023-01-20,01414750,1272.26,A
2023-01-21,01414750,1272.48,A
2023-01-22,01414750,1272.68,A
2023-01-23,01414750,1272.94,A
2023-01-24,01414750,1273.14,A
2023-01-25,01414750,1273.28,A
2023-01-26,01414750,1273.47,A
2023-01-27,01414750,1273.65,A
2023-01-28,01414750,1273.77,A
2023-01-29,01414750,1273.87,A
2023-01-30,01414750,1273.97,A
2023-01-31,01414750,1274.07,A
2023-02-01,01414750,1274.14,A
2023-02-02,01414750,1274.17,A
2023-02-03,01414750,1274.17,A
2023-02-04,01414750,1273.97,A
2023-02-05,01414750,1273.85,A
2023-02-06,01414750,1273.76,A
2023-02-07,01414750,1273.62,A
2023-02-08,01414750,1273.45,A
2023-02-09,01414750,1273.27,A
2023-02-10,01414750,1273.14,A
2023-02-11,01414750,1273.02,A
2023-02-12,01414750,1272.85,A
2023-02-13,01414750,1272.69,A
2023-02-14,01414750,1272.53,A
2023-02-15,01414750,1272.4,A
2023-02-16,01414750,1272.29,A
2023-02-17,01414750,1272.22,A
2023-02-18,01414750,1272.17,A
2023-02-19,01414750,1272.21,A
2023-02-20,01414750,1272.3,A
2023-02-21,01414750,1272.4,A
2023-02-22,01414750,1272.49,A
2023-02-23,01414750,1272.66,A
2023-02-24,01414750,1272.93,A
2023-02-25,01414750,1273.12,A
2023-02-26,01414750,1273.31,A
2023-02-27,01414750,1273.49,A
2023-02-28,01414750,1273.68,A
2023-03-01,01414750,1273.83,A
2023-03-02,01414750,1273.98,A
2023-03-03,01414750,1274.14,A
2023-03-04,01414750,1274.38,A
2023-03-05,01414750,1274.54,A
2023-03-06,01414750,1274.67,A
2023-03-07,01414750,1274.8,A
2023-03-08,01414750,1274.9,A
2023-03-09,01414750,1274.99,A
2023-03-10,01414750,1275.08,A
2023-03-11,01414750,1275.2,A
2023-03-12,01414750,1275.28,A
2023-03-13,01414750,1275.36,A
2023-03-14,01414750,1275.51,A
2023-03-15,01414750,1275.63,A
2023-03-16,01414750,1275.68,A
2023-03-17,01414750,1275.71,A
2023-03-18,01414750,1275.82,A
2023-03-19,01414750,1275.93,A
2023-03-20,01414750,1275.98,A
2023-03-21,01414750,1276.04,A
2023-03-22,01414750,1276.16,A
2023-03-23,01414750,1276.4,A
2023-03-24,01414750,1276.98,A
2023-03-25,01414750,1277.56,A
2023-03-26,01414750,1278.02,A
2023-03-27,01414750,1278.31,A
2023-03-28,01414750,1278.52,A
2023-03-29,01414750,1278.65,A
2023-03-30,01414750,1278.73,A
2023-03-31,01414750,1278.74,A
2023-04-01,01414750,1278.86,A
2023-04-02,01414750,1279.16,A
